DT,N00_00,N00_15,N00_30,N00_45,N01_00,N01_15,N01_30,N01_45,N02_00,N02_15,N02_30,N02_45,N03_00,N03_15,N03_30,N03_45,N04_00,N04_15,N04_30,N04_45,N05_00,N05_15,N05_30,N05_45,N06_00,N06_15,N06_30,N06_45,N07_00,N07_15,N07_30,N07_45,N08_00,N08_15,N08_30,N08_45,N09_00,N09_15,N09_30,N09_45,N10_00,N10_15,N10_30,N10_45,N11_00,N11_15,N11_30,N11_45,N12_00,N12_15,N12_30,N12_45,N13_00,N13_15,N13_30,N13_45,N14_00,N14_15,N14_30,N14_45,N15_00,N15_15,N15_30,N15_45,N16_00,N16_15,N16_30,N16_45,N17_00,N17_15,N17_30,N17_45,N18_00,N18_15,N18_30,N18_45,N19_00,N19_15,N19_30,N19_45,N20_00,N20_15,N20_30,N20_45,N21_00,N21_15,N21_30,N21_45,N22_00,N22_15,N22_30,N22_45,N23_00,N23_15,N23_30,N23_45
2016/5/31,9329.37,9268.18,9024.76,8909.94,8823.18,8796.79,8708.63,8572.51,8543.79,8459.45,8425.65,8427.94,8273.9,8252.24,8241.02,8223.97,8248.41,8325.91,8383.85,8390.57,8474.43,8368.91,8478.56,8708.68,8986.63,9395.15,9706.48,10022.7,10122.7,10278,10294,10492.2,10577.1,10833.4,11091.6,11360.4,11504.8,11678.4,11800.7,12093.8,12150.2,12279.8,12348.3,12436.7,12660,12665.6,12588.4,12257.5,11674.4,11107,10914.4,10641.9,10561.3,10549.2,10573.2,10648.2,10694.3,10839.8,10813.5,10967.9,11053.8,11049.2,11194.1,11271.7,11415,11564.3,11938.2,12097.9,12248.8,12370.1,12580.2,12543.3,12370.5,12091.4,11963.4,11693.3,11540.3,11337.8,11312.6,11417.9,11495.1,11896.8,12057,12008.8,11817.6,11572,11414.6,11263,11039.7,10724.1,10450.6,10219.7,10036.1,10003.6,9845.51,9618.56
2016/6/1,9304.63,9228.64,9152.2,8967.77,9035.76,8900.59,8857.49,8814.05,8759.79,8738.46,8643.41,8639.45,8658.47,8608.82,8544.03,8516.76,8503.99,8462.89,8458.26,8400.28,8459.65,8469.44,8598.98,8866.94,9106.27,9463.45,9845.71,10194.2,10240.4,10415,10471.9,10603.3,10835,11073.4,11267.4,11519.7,11705.1,11881.7,12073.5,12146.7,12388.2,12473,12626.7,12730.4,12894,12899.5,12781.1,12541.9,11940.7,11485.2,11078,10928.4,10843,10843.3,10887.3,11041.4,11055.4,11082.6,11164.3,11308.4,11408.8,11451.7,11482.6,11524.3,11616.3,11657.6,12041.6,12364.5,12518.6,12764.6,12839.6,12748.1,12479.9,12299.4,12153,11930.9,11740.1,11599.3,11539.5,11571.2,11774.8,12088.9,12346.6,12383,12194.3,12086,11986.6,11646.9,11414.6,11093.8,10720.1,10569.4,10330.2,10344,10210.8,10141.2
2016/6/2,9822.89,9644.22,9553.25,9402.76,9346.01,9286.56,9173.19,8964.09,8985.48,8963.36,8934.19,8980.82,8928.8,8930.15,8773.46,8740.24,8740.15,8714.26,8714.75,8657.29,8726.49,8783.16,8903.34,9004.87,9295.2,9684.33,10192.5,10436.7,10455.4,10621.9,10810.9,10900.2,11189.9,11383.7,11636,11772.3,12086,12069,12345.3,12417.9,12513.5,12605,12741.5,12868.6,12933,12930.8,12750,12465.2,11954.6,11312.8,11029.8,10834.2,10781.4,10876.4,10945.4,11014.7,11206.1,11216.8,11318,11476.8,11416.4,11491.7,11601.6,11671.1,11624,11742.5,12092.3,12312.3,12475.8,12744.9,12823.9,12896.6,12640.9,12460.9,12390.6,12147.7,11964.4,11862.3,11838.8,11861.8,12010.3,12220.9,12267.2,12279.4,12074.1,11885,11704.2,11473,11290.6,10939.2,10628.3,10400.2,10226.9,10256.1,10003.9,9830.44
2016/6/3,9716.3,9572.88,9405.78,9313.19,9259.77,9211.28,9187.17,9133.46,9023.3,8877.03,8849.36,8780.94,8786.96,8690.23,8675.17,8736.14,8637,8669.23,8639.62,8635.7,8713.24,8729.92,8724.96,8865.96,9145.11,9499.93,10021.1,10247.2,10470.3,10632.9,10802,11004.1,11181.6,11415.9,11743.3,11898.7,12012.2,12116.3,12194.6,12348.1,12577.7,12652,12753.4,12990.5,12965.9,13004.2,12895.1,12529.7,11910.7,11415.2,11114.8,10824,10752.3,10714.8,10607.4,10794.1,10891,10951.6,10992,11150.1,11077.4,11249.4,11352.2,11428.2,11501.2,11625.4,11871.7,12131.3,12282.8,12614.4,12683.7,12664.7,12529.1,12375.2,12236.5,12062.4,11908.1,11850.1,11774.2,11752.9,11865.2,12207.6,12362.5,12246.1,12187.2,12075.8,11954,11760.3,11450.7,11216.9,10955.7,10705.2,10645.3,10683.7,10374.6,10143.6
2016/6/4,9887.12,9629.28,9675.89,9474.7,9541.17,9411.7,9312.67,9321.46,9216.04,9128.08,9064.03,9115.02,8941,8980.88,9012.24,8971.57,8965.72,8899.4,8842.44,8916.2,8900.06,8960.37,9042.02,9150.88,9331.35,9605.7,9906.31,10241.1,10353.5,10653.4,10767.9,10964.3,11192.5,11348.8,11611.9,11883.4,12145.4,12223.2,12348.1,12532.2,12624.5,12665.8,12800.9,12888.9,12956.3,12965.9,12797.3,12471.7,11936.4,11407.2,11249.3,11071.8,10980.1,11027,11119.2,11140.3,11241.8,11233.1,11369.9,11387.1,11287.1,11476.3,11605.5,11735.2,11764.7,11942.8,12250,12387.5,12532.3,12726,12836.6,12884.5,12669.7,12473.2,12242.4,12139.8,11981.7,11931.3,11846.5,11790.4,11746.7,12084.9,12289.2,12296.4,12093.9,11862.3,11816.5,11626.1,11335.3,11145.3,10874.8,10616.6,10557.2,10508.4,10368.7,10127.1
2016/6/5,9890.59,9874.35,9617.4,9472.59,9502.38,9320.84,9295.53,9194.59,9093.56,8944.82,8832.84,8796.65,8731.95,8724.06,8737.92,8716.3,8695.94,8664.13,8697.69,8654.12,8629.78,8637.7,8682.62,8813.18,8959.86,9293.54,9589.99,9842.61,10048.3,10017.2,10167.8,10362.4,10437.8,10764.2,10994.8,11197,11329.9,11443.1,11637.4,11791.8,11768.4,11897.9,12050,12133.8,12198.5,12229.2,12235.8,11961.4,11492.3,11122.3,10808.4,10617.8,10549,10683.8,10603.7,10709.5,10790.1,10780.7,10831.8,10811.6,10881.3,10957.9,11086.4,11185.2,11370.7,11598.8,11677.8,11977.1,12181.7,12341.6,12471.5,12330.2,12086.4,11893.7,11696.4,11587.1,11419.1,11361.1,11248.5,11285,11431.3,11728.9,11991.3,11996,11915.4,11817.6,11556.6,11400.2,11170.6,10871.2,10547.1,10227.7,10090.1,10147.4,9975.41,9792.87
2016/6/6,9564.46,9464.66,9191.02,9254.26,9142.73,9068.53,9097.74,8937.95,8856.62,8809.49,8849.6,8727.81,8660.32,8638.72,8579.48,8601.55,8474.17,8491.67,8389.13,8422.72,8497.04,8642.08,8562.28,8684.16,9027.89,9581.75,9825.73,10125.5,10216.4,10473.3,10636.3,10816.5,11001.9,11308,11619,11787.6,11917.9,12109.8,12214.1,12339.2,12494.7,12511.4,12708.5,12857.1,12968.4,13056,12942.3,12675.7,12133.1,11504.2,11299.5,11165,11076.2,11177.4,11169.3,11334.3,11253.1,11397.6,11468.9,11429.6,11541.1,11562.6,11643.1,11754.9,11831.4,12005.1,12270.5,12518.3,12605.4,12732.8,12774.3,12848.8,12550.4,12284.1,12132.5,11979.8,11636.8,11634.9,11707.4,11635,11757.1,12137,12307.4,12345.4,12190.6,12064.4,11911.2,11753.4,11526.8,11198.4,10963.6,10732.7,10523.8,10547.7,10491,10186.2
2016/6/7,10076.6,9836.87,9836.34,9801.02,9675.38,9600.02,9471.43,9362.44,9278.71,9239.13,9159.73,9047.55,9060.99,9031.92,8977.99,8945.16,8981.89,8971.2,9093.59,9102.7,9080.07,9125.6,9136.04,9266.9,9503.4,9962.27,10164.9,10543.3,10738.4,10909.2,11031.7,11149.9,11302.5,11542.9,11777.1,12001.4,12060.6,12265.2,12293.1,12537.8,12679.6,12882.3,12996.7,13112.3,13118.8,13113.1,12998,12815.8,12287.9,11847.5,11481.1,11445.1,11230.3,11323.6,11311.5,11359.9,11407.3,11493.7,11550.6,11659.6,11615.9,11600,11802.5,11760.1,11810,12010.4,12301.2,12537.5,12622,12828.3,12925.7,13007.8,12770.4,12524.4,12344.8,12229.2,12016.9,11894.7,11821.5,11857.6,12056.8,12334.8,12520.9,12537.6,12250.4,12212.3,11943.4,11790.6,11499.3,11159.9,10945.8,10514.7,10449.3,10543.1,10286.7,10110.1
2016/6/8,9457.31,9301.48,9220.72,9113.92,9332.55,9197.31,9267.5,9081.79,9192.67,9039.98,9022.85,8936.11,8889.43,8865.58,8753.99,8831.26,8767.56,8786.39,8818.09,8711.9,8839.57,8799.12,8918.57,9046.07,9254.84,9590.53,9950.77,10278.2,10400.4,10586.2,10582.2,10762.2,10848.6,11198.8,11462.2,11553.1,11636.3,11721.8,11916.4,12092.5,12217.2,12395.5,12448,12458.9,12636.8,12595.6,12443.7,12267.7,11658.3,11194.4,10961.4,10787.9,10644.3,10674.7,10767,10776.2,10779.2,10882.7,10997.9,11052.7,11145.4,11163.6,11219.6,11323.3,11374.8,11524.5,11810.3,12050.1,12240.8,12476.8,12571.2,12543.6,12321.1,12131.8,12001.2,11746.5,11562.6,11514.1,11375.8,11349.3,11583.6,11828,11955.8,11874.9,11785.6,11712.8,11460.3,11327.8,11254.3,10905.1,10602.4,10347.3,10179.4,10258,10012.6,9881.58
2016/6/9,9566.62,9354.87,9201.9,9120.98,9034.41,9019,8879.23,8799.12,8649.87,8663.47,8510.82,8446.38,8399.39,8450.33,8430.51,8436.58,8459.59,8458.06,8430.28,8441,8416.42,8442.6,8518.94,8631.83,8761.77,9083.79,9284.99,9645.72,9835.82,10099.2,10167.4,10319.9,10447.3,10721.3,10930.5,11060.7,11215.6,11408.8,11455.9,11476.9,11647.5,11689.7,11762.6,11765.9,11716.8,11682.6,11491.7,11213,10878.6,10553.1,10348.1,10163.5,10043.3,10184.5,10045.8,9957.9,9957.72,10035,10039.8,10168.8,10162.5,10238.4,10286.9,10352.5,10387.7,10600.7,10818.5,11167.5,11277.3,11441.1,11501.2,11379.3,11066.6,10848.3,10632.5,10418.1,10292.1,10207.1,10106.5,10101.6,10354.2,10591.7,10857.2,10892.5,10725.2,10667,10610.5,10548.6,10435.2,10142.1,9896.08,9804.66,9612.97,9668.87,9523.3,9352.95
2016/6/10,9126.14,9052.89,8908.08,8762.45,8718.27,8658.77,8619.5,8550.15,8485.34,8364.28,8267.06,8287.55,8262.16,8230.25,8232.47,8230.08,8286.39,8109.54,8155.65,8135.26,8173.29,8213.07,8100.68,8280.84,8448.35,8600.13,8829.18,9083.29,9329.13,9544.51,9796.69,10066.8,10246.5,10444.1,10708.3,10815.8,11038.9,11276.6,11346.1,11484.4,11537.6,11655.2,11811.8,11861,11875,11877.9,11749.1,11456,11029.9,10633.4,10451.2,10274.9,10185.7,10249.2,10304.1,10295.2,10329.1,10366.2,10301.3,10382.7,10371.6,10466.7,10513.8,10683.6,10673.5,10917.3,10982,11373.2,11528.3,11772.5,11944,11918.9,11710.6,11560.2,11355.1,11205.7,11013,10951.4,10851.7,10765.3,10870.6,11019.1,11146.8,11047.5,10951.3,10830.7,10589,10467,10254.5,10028.3,9720.8,9553.17,9422.03,9455.03,9261.6,9034.5
2016/6/11,8992.56,9024.99,8823.74,8742.85,8785.76,8652.69,8572.98,8499.73,8394.77,8358.93,8232.48,8232.67,8158.6,8128.54,8019.02,8004.82,7872.99,7894.34,7947.92,7867.95,7825.13,7897.04,7973.24,7998.61,8145.25,8246.03,8517.51,8685.56,8874.88,9032.73,9234.48,9420.18,9742.63,9982.68,10232.6,10506.7,10674.8,10887.9,11041.8,11066.4,11120,11268.3,11313.1,11475.4,11538.8,11640.8,11505.5,11272.7,10695.9,10326,10127.6,9900.64,9821.92,9857.61,9813.58,9853.91,9822.68,9883.9,9973.72,9975.46,9989.44,10110.8,10233.2,10217.1,10299.9,10528,10751.3,11068,11260.9,11420.8,11691,11600.2,11296.6,11063.4,10926.8,10612.5,10476.1,10354.8,10438.1,10390.1,10596.4,10721.6,10880.8,10717.1,10553.3,10338.3,10191.9,9968.88,9730.98,9400.27,9221.09,8974.92,8913.64,8934.25,8869.57,8673.31
2016/6/12,8442.87,8294.84,8139.76,8102.48,7903.1,7877.07,7819.18,7788.78,7635.21,7629.49,7616.77,7589.6,7458.52,7504.29,7521.4,7485.57,7369.53,7413.36,7356.84,7360,7357.18,7296.69,7463.01,7514.01,7757.36,8028.34,8229.01,8545.39,8572.57,8773.52,9000.12,9054.11,9302.75,9592.47,9870.13,10078.7,10245.9,10369.4,10471.6,10574.3,10693.1,10842.7,10928.7,10983.3,11039,11173.9,10996.8,10645,10212.5,9832.93,9476.15,9383.79,9231.77,9218.13,9159.18,9276.2,9124.27,9166.86,9272.29,9283.51,9313.91,9372.35,9445.21,9618.87,9763.89,10016.6,10280.6,10430.5,10664.8,10895.3,11159,11166,10962.8,10698.3,10518,10409.5,10165.6,10196.8,10194.9,10124,10147,10434.6,10520.2,10439.6,10320.7,10337.6,10052.6,9739.94,9642.08,9280.32,9097.59,8973.92,8935.88,8835.96,8767.75,8482.81
2016/6/13,8327.25,8393.83,8177.65,8103.7,7968.78,8048.41,7959.66,7837.32,7760.64,7688.17,7588.16,7561.11,7497.59,7579.98,7580.61,7439.65,7416.47,7453.28,7408.66,7331.2,7439.36,7448.65,7540.47,7656.23,7776.43,8084.67,8422.64,8683.32,8679.04,8930.4,9079.26,9096.13,9203.19,9525.67,9758.2,9893.15,10106.1,10134.8,10303.4,10421.5,10440.6,10630.4,10633.5,10804.9,10858.5,10937.8,10806.9,10575.6,10175.9,9704.56,9320.38,9222.68,9008.72,9018.42,9043.14,9110.8,9155.31,9235.91,9265.95,9358.79,9423.67,9575.32,9661.41,9761.62,9811.19,9957.6,10183.2,10445.1,10644.4,10894.4,11186.3,11196.9,11007.6,10790.6,10700.7,10531.8,10324.5,10311.4,10154.3,10218.9,10301.1,10573.3,10741.5,10753.7,10496,10375.5,10226.8,10058.3,9856.17,9551.1,9269.2,9018.76,8952.25,8953.57,8762.93,8592.08
2016/6/14,8345.16,8193.2,8112.45,7933.16,7802,7793.97,7719.95,7650.85,7566.6,7444.64,7453.53,7322.51,7397.21,7392.29,7361.75,7314.28,7300.98,7328.98,7264.43,7234.88,7288.74,7325.22,7389.74,7506.81,7672.08,8044.2,8490.41,8785.81,8901.45,8979.66,9013.75,9149.33,9360.1,9687.32,9828.47,10028.5,10212.9,10308.2,10446,10575.6,10678.4,10800.1,10900.5,11020,11120.4,11161.1,11051.9,10720.8,10285.2,9845.43,9435.68,9273.62,9201.76,9306.76,9229.92,9401.21,9414.99,9486.43,9518.22,9611.68,9663.65,9787.47,9891.92,9940.35,9963.76,10188.4,10403.7,10791.2,10989,11087.4,11316.7,11268.1,11105.7,10831.6,10777.5,10537.4,10366.8,10306.8,10319.3,10388.8,10373.9,10660.4,10799.4,10785.6,10795.4,10635.3,10380.4,10135,9903.89,9753.57,9341.61,9226.51,9107.87,9097.53,8949.82,8745.46
2016/6/15,8573.21,8436.25,8283.6,8180.82,8126.29,8037.73,7957.56,7889.58,7788.59,7762.95,7729.21,7645.37,7590.06,7546.33,7584.74,7576.6,7527.84,7541.33,7443.36,7454.32,7397.23,7463.62,7450.03,7582.78,7869.83,8243,8519.25,8939.06,9007.47,9231.52,9351.49,9410.54,9570.43,9834.33,10132.9,10279.1,10463.2,10575.3,10671.8,10757.4,10951.6,11188.1,11316.5,11486.6,11513.4,11656.4,11517.7,11201.9,10635.9,10114.7,9940.77,9743.89,9666.16,9708.62,9812.28,9769.13,9766.85,9840.29,9931.67,10021.7,10021.4,10161.5,10170.6,10224.8,10326.5,10378.1,10666,10892.9,11219.9,11516.6,11708.4,11661.8,11465,11313.3,11068,10960.5,10651.7,10499.3,10603,10622.5,10670.3,10883.7,11027.3,11092.8,10928.6,10764.1,10548,10313.7,10120.2,9795.18,9485.19,9278.12,9175.39,9079.87,8852.65,8680.13
2016/6/16,8526.36,8377.55,8352.98,8282.09,8211.36,8160.9,8133.37,8054.54,7887.77,7788.67,7799.07,7771.12,7691.68,7607.56,7613.06,7651.98,7556.24,7668.56,7685.32,7652.53,7635.16,7699.89,7741.62,7844.73,8115.55,8366.31,8675.52,8953.34,9018.97,9243.57,9300.74,9508.84,9558.3,9714.99,9972.04,10150.3,10289,10356.2,10572.6,10641.6,10712,10868.6,11000.7,11014,11206.6,11166.9,11099.4,10749.9,10317.9,9814.95,9548.28,9127.24,9112.29,9122.92,9203.58,9203.05,9181.11,9174.36,9272.9,9232.67,9409.31,9440.89,9585.29,9775.11,9732.93,9856.5,10196.7,10516.3,10805.5,11044.1,11222,11313.2,11001.1,10834.1,10563.7,10446.6,10209.6,10003.8,9917.96,9859.72,9981.39,10294.4,10349.8,10406.9,10254.8,10071.2,9983.05,9701.8,9499.77,9255.18,9028.48,8736.99,8607.74,8561.17,8500.33,8202.87
2016/6/17,8054.19,7937.83,7712.69,7665.33,7607.91,7476.44,7443.07,7448.63,7273.67,7233.5,7181.92,7184.9,7110.06,7158.53,7135.13,7119.59,7071.03,7087.18,7029.15,7076.22,7173.01,7060.78,7182,7250.93,7441.26,7855.23,8194.16,8566.09,8742.24,9057.97,9192.54,9316.22,9397.38,9696.13,9897.29,10028.6,10115.4,10229.6,10331.9,10461.1,10686.2,10805.6,11007.1,11056.9,11184.9,11226.8,11044,10728,10192,9790.34,9469.89,9317.58,9272.84,9273.77,9331.23,9353.46,9425.22,9424.32,9504.02,9523.22,9551.55,9572.67,9699.59,9744.67,9876.8,10019.4,10266.1,10462.9,10600.6,10976,11195.2,11273.6,11023.5,10847.4,10689.1,10478.2,10281.4,10076,10114.7,10021.6,10156.6,10351.1,10667.2,10578.4,10498.7,10430.2,10225,10028.7,9858.85,9653.78,9357.46,9153.34,9046.83,9040.13,9021.92,8795.52
2016/6/18,8644.26,8467.54,8282.38,8185.26,8049.47,7975.94,7893.47,7796.63,7674.33,7659.85,7618.99,7520.17,7504.51,7560.56,7503.11,7463.97,7540.4,7486.06,7480.3,7421.13,7456.78,7482.37,7511.86,7581.43,7757.5,8092.39,8322.46,8574.41,8770.42,8902.28,9118.06,9059.02,9424.57,9685.88,9946.57,10187.4,10221.6,10287.2,10404.6,10521.5,10637.7,10711.6,11211.8,10787.4,11375.6,11461.6,11320.9,10989.9,10511.4,10195.1,9879.03,9648.64,9637.11,9737.04,9837.37,9781.22,9869.91,9899.87,10060.4,10076,10085.4,10215.4,10317.2,10309.2,10366.3,10527.8,10710.8,10954.7,11149.3,11416.6,11470.3,11483.9,11254.7,11066.6,10832.7,10659.4,10485.8,10360.3,10270.4,10310.8,10501.1,10676.5,10954.7,11019.2,10799,10662.4,10615.1,10433,10206.6,9992.68,9680.17,9474.11,9428.67,9556.48,9444.07,9055.72
2016/6/19,8833.59,8669.09,8525.41,8545.63,8422.46,8278.56,8201.66,8131.92,8163.29,8075.42,8049.57,8006.75,7940.36,7918.91,7803.74,7785.98,7900.02,7760.33,7758.72,7831.56,7849.94,7956.25,7976.63,7971.01,8020.27,8129.93,8401.61,8682.91,8776.6,9004.64,9166.05,9361.17,9654.45,9851.32,10244.9,10453.3,10600.2,10684.8,11018.7,11138.2,11307.6,11384.5,11468.1,11647.7,11728.8,11772.5,11638.3,11331.6,10954.2,10520.6,10229.3,10097.9,9979.49,9846.17,10083.7,9996.63,10089,10086.1,10097.5,10161.5,10184.8,10333.1,10348.6,10383.9,10487.7,10661.5,10972.7,11189.4,11468.6,11565.6,11713.5,11495.5,11343.1,11097.9,10917,10672.9,10506.4,10551.6,10421.7,10464.5,10556.1,10749.5,10882,10913,10746.2,10685.1,10502.7,10287.3,9980.38,9722.73,9376.84,9188.35,9187.54,9246.54,9040.32,8930.38
2016/6/20,8707.01,8415.37,8469.14,8392.71,8265,8247.21,8168.27,8135.85,8126.43,7977.37,7938.63,7929.27,7903.19,7854.6,7895.37,7773.61,7787.92,7804.76,7891.29,7819.69,7880.33,7777.97,7882.91,7985.04,8167.48,8504.06,8811.02,9070.88,9240.33,9446.24,9548.23,9648.05,9992.09,10200.9,10490.5,10665.2,10753.5,10901.5,10997.9,11143.3,11334.2,11453.8,11567.3,11601.5,11641.6,11768.8,11660,11396.4,10948.8,10476.3,9974.01,9726.71,9770.65,9804.3,9779.99,9778.96,9815.33,9843.19,9801.91,9915.11,9952.84,10141.7,10097.8,10183.6,10297.8,10477.2,10685.4,10905.9,11194.6,11357.5,11542.7,11507.1,11366.2,11173,10957.6,10826.2,10599.5,10466.1,10398.9,10443.6,10508.7,10669.8,10956.7,10810.6,10760.7,10597,10561,10294.9,10040,9748.78,9451.42,9139.79,9071.2,9181.72,9066.52,8852.57
2016/6/21,8556.92,8516.06,8363.2,8274.9,8227.53,8116.05,8003.8,7937.31,7939.13,7944.77,7848.4,7841.44,7841.45,7792.23,7762.51,7836.5,7612.14,7719.26,7688.27,7692.47,7798.78,7925.39,7899.47,7975.36,8136.78,8503.01,8790.61,9187.86,9253.59,9470.76,9598.28,9706.34,9968.06,10095.3,10334.4,10532.9,10638.9,10725.6,10944,10948.1,11074.6,11167.6,11312.2,11233.7,11351.5,11362.1,11240.1,11006.9,10423.8,9924.58,9599.63,9526.78,9402.81,9366.03,9414.2,9510.36,9488.1,9601.7,9630.52,9693.85,9703.99,9878.91,10041.7,10143.4,10112.9,10302.7,10584.5,10864.9,11031.5,11294.2,11452.2,11468.6,11216.3,11067.7,10888.1,10717.1,10556,10316,10387,10360,10405.8,10530.5,10695.8,10747.1,10607.5,10455.3,10217.1,10037.5,9770.18,9446.98,9145.55,8905.67,8842.07,8927.33,8830.59,8692.76
2016/6/22,8492.27,8245.79,8272.91,8263.34,8119.32,8029.43,8004.03,7838.49,7741.57,7744.53,7756.42,7644.59,7611.2,7675.99,7654.93,7688.37,7620.54,7641.5,7625.52,7621.79,7595.52,7706.5,7822.53,7874.07,8022.91,8275.08,8642.18,9112.57,9186.91,9338.42,9400.51,9514.9,9673.85,9912.3,10170.3,10489.9,10553,10758.7,10815.4,10925.1,11092,11256.6,11344.9,11461.4,11465.7,11475,11366.3,11051.2,10509.1,10012.6,9721.54,9615.17,9540.31,9491.83,9485.11,9554.57,9676.87,9795.68,9669.76,9845.22,9693.28,9760.01,10043.7,10031.5,10183.7,10307,10445.6,10770.7,10848.1,11134.4,11276.7,11330.8,11247.2,10975.7,10791.9,10624.8,10478,10349.7,10357.1,10341.2,10394.1,10582.8,10855.7,10884.6,10809.5,10754.9,10535.6,10323.9,10091.9,9748.05,9470.28,9350.81,9204.44,9299.79,9193.79,9095.08
2016/6/23,8798.27,8714.82,8598.95,8434.23,8282.16,8266.18,8237.79,8188.39,8029.42,8004.92,7884.05,7945.2,7850.72,7968.54,7882.99,7888.28,7833.29,7796.37,7805.83,7728.41,7824.49,7888.25,7890.7,8036.18,8243.51,8601.22,8871.52,9185.59,9309.16,9456.85,9646.1,9736.87,9782.86,10075.7,10436,10597.9,10649.6,10561.8,10828.3,10855.4,11202.9,11328.9,11435.9,11451.4,11293.1,11510.3,11361.9,11139.6,10468.4,10075.2,9861.45,9769.73,9704.67,9758.06,9758.68,9775.92,9875.85,9960.47,10009.4,10136.9,10075,10164.7,10266.9,10242.9,10380.9,10476.8,10818.6,11054.1,11147.4,11443.7,11598.8,11600.6,11411.3,11196.5,11065.5,10850.7,10672,10540.7,10516.2,10412.5,10529.6,10728.5,11038.4,11080.6,10962.9,10859.1,10648,10678.5,10331.4,10038.9,9713.96,9505.74,9365.08,9428.45,9307.9,9144.66
2016/6/24,8893.43,8743.46,8609.19,8555.66,8528.44,8375.4,8381.39,8236.92,8162.38,8085.02,8094.92,8132.59,8133.69,8174.74,8182.28,8171.24,7990.87,8007.36,7872.86,7879.46,8013.08,7966.62,8081.85,8258.89,8551.32,8794.25,9097.42,9465.59,9522.71,9645.25,9749.78,9859.45,10053.8,10260.8,10606.6,10692.5,10649,10930.8,11090.6,11201.5,11359.5,11600,11625,11801.7,11896,12006.5,11884.5,11620,11033,10549.3,10278.1,10066.6,10062.5,10011.2,10165.3,9993.75,10072.8,10141.2,10274.9,10279.3,10247.2,10264.3,10381.9,10501.4,10431.1,10750.2,10985.3,11291.1,11382.3,11688.2,11806.9,11953.5,11749.7,11525.4,11334.9,11110.8,10956.6,10745.2,10698.6,10714.2,10828.5,11128,11302.8,11283.2,11169.2,11071.5,10893.7,10736.4,10554.8,10282.5,10148.9,9897.76,9836.16,9988.6,9868.53,9465.67
2016/6/25,9227.19,9037.95,8947.94,8810.6,8715.21,8706.54,8607.08,8556.75,8545.55,8380.93,8165.81,8192.41,8219.27,8272.83,8288.1,8160.39,8207.92,8175.22,8176.81,8108.67,8043.04,8023.34,8077.21,8211.33,8270.27,8586.77,8759.34,9084.69,9059.82,9283.58,9562.24,9775.27,9902.68,10206,10475.2,10714.3,10795.6,10886.8,11057.4,11081.9,11254.6,11403.3,11634.8,11668.6,11812.3,11778,11721.2,11371.4,10818.1,10447,10163.3,10072.8,9870.16,9914.46,9953.78,9952.81,10107.5,10207.8,10117.5,10146.4,10265.5,10389.6,10383.4,10468.6,10493.6,10755.4,10929.4,11116.4,11361.4,11673.2,11686.3,11691.9,11510,11332.7,11262.2,11106.2,10997.4,10822.9,10833.4,10876.5,10864.5,11142.1,11258.5,11164.7,11235.6,11113.2,10978.4,10840.6,10675.6,10511.7,10267.7,9984.45,9928.69,9982.63,9845.23,9672
2016/6/26,9349.35,9361.07,9088.85,8893.54,8881.95,8701,8696.41,8582.67,8533.12,8388.98,8278.35,8376.37,8298.7,8242.21,8208.61,8263.12,8215.18,8168.76,8174.81,8131.39,8128.06,8166.07,8171.05,8221.55,8290.44,8535.31,8695.16,9010.13,9186.3,9251.57,9447.88,9591.14,9798.23,9957.99,10419.1,10527,10689.2,10775,11043.2,11154,11244.2,11364.6,11504.7,11661.2,11709.7,11805.8,11690,11356.6,10823.9,10388.5,10116.1,10047.5,10034.1,10097.1,10063.1,10414.4,10763.7,11054.5,11018.1,11115.6,11106.7,10852.8,10780.5,10398.2,10520.7,10666.5,10902.1,11111.1,11443.3,11643.1,11848.5,11728.5,11387.5,11258.7,11193.3,11030.7,10832.7,10651.2,10600.3,10674.9,10708,10937.6,11182.3,11268.7,11157.4,11100.4,10902,10670.1,10456.9,10065.4,9824.1,9586.18,9539.1,9598.71,9500.4,9362.42
2016/6/27,9162.49,9056.58,8907.53,8837.03,8658.01,8571.41,8554.96,8505,8324.21,8326.21,8283.77,8183.88,8148,8189.65,8107.83,8108.75,8174.2,8044.07,8016,8029.55,8030.07,8119.8,8148.87,8202.92,8424.82,8746.29,9046.95,9402.92,9570.71,9702.48,9845.02,9998.99,10037.1,10422.6,10627.6,10780,10984,11039.2,11238.5,11531.9,11576.2,11641.4,11757,11829,11985.2,12054.6,11920,11513.9,10909.9,10304.2,10205.7,10022.6,10026.4,10104.4,10081.5,10049.8,10220.3,10430.2,10497.3,10652.9,10638,10681.4,10727.8,10882.2,10934.5,10991.9,11328.8,11541.5,11783.9,12072.4,12173.9,12161.6,11987.8,11773.5,11723.1,11323.4,11132.7,11057.4,11032.3,10936.5,11129.8,11264.8,11516,11606.4,11386.4,11373.1,11111.6,10936,10649.4,10426.4,10113.3,9962.73,9825.69,9988.74,9772.24,9501.06
